
INSTRUMENT1,06-Dec-1996,2.8445
INSTRUMENT1,09-Dec-1996,2.8585
INSTRUMENT1,10-Dec-1996,2.8605
INSTRUMENT1,11-Dec-1996,2.85
INSTRUMENT1,12-Dec-1996,2.8543
INSTRUMENT1,13-Dec-1996,2.852
INSTRUMENT1,16-Dec-1996,2.862
INSTRUMENT1,17-Dec-1996,2.853
INSTRUMENT1,18-Dec-1996,2.853
INSTRUMENT1,19-Dec-1996,2.8575
INSTRUMENT1,20-Dec-1996,2.858
INSTRUMENT1,23-Dec-1996,2.86
INSTRUMENT1,24-Dec-1996,2.8635
INSTRUMENT1,26-Dec-1996,2.8645
INSTRUMENT1,27-Dec-1996,2.864
INSTRUMENT1,30-Dec-1996,2.8695
INSTRUMENT1,31-Dec-1996,2.8725
INSTRUMENT1,01-Jan-1997,2.8725
INSTRUMENT1,02-Jan-1997,2.8635
INSTRUMENT1,03-Jan-1997,2.8655
INSTRUMENT1,06-Jan-1997,2.882
INSTRUMENT1,07-Jan-1997,2.8765
INSTRUMENT1,08-Jan-1997,2.8885
INSTRUMENT1,09-Jan-1997,2.896
INSTRUMENT1,10-Jan-1997,2.8965
INSTRUMENT1,13-Jan-1997,2.902
INSTRUMENT1,14-Jan-1997,2.9045
INSTRUMENT1,15-Jan-1997,2.9092
INSTRUMENT1,16-Jan-1997,2.9092
INSTRUMENT1,17-Jan-1997,2.903
INSTRUMENT1,20-Jan-1997,2.903
INSTRUMENT1,21-Jan-1997,2.9455
INSTRUMENT1,22-Jan-1997,2.955
INSTRUMENT1,23-Jan-1997,2.971
INSTRUMENT1,24-Jan-1997,2.99
INSTRUMENT1,27-Jan-1997,3.003
INSTRUMENT1,28-Jan-1997,3.014
INSTRUMENT1,29-Jan-1997,3.0165
INSTRUMENT1,30-Jan-1997,3.002
INSTRUMENT1,31-Jan-1997,3
INSTRUMENT1,03-Feb-1997,3.011
INSTRUMENT1,04-Feb-1997,3.0058
INSTRUMENT1,05-Feb-1997,3.004
INSTRUMENT1,06-Feb-1997,3.004
INSTRUMENT1,07-Feb-1997,3.004
INSTRUMENT1,10-Feb-1997,3.0025
INSTRUMENT1,11-Feb-1997,3.014
INSTRUMENT1,12-Feb-1997,3.014
INSTRUMENT1,13-Feb-1997,3.0305
INSTRUMENT1,14-Feb-1997,3.0305
INSTRUMENT1,17-Feb-1997,3.0305
INSTRUMENT1,18-Feb-1997,3.0395
INSTRUMENT1,19-Feb-1997,3.0535
INSTRUMENT1,20-Feb-1997,3.043
INSTRUMENT1,21-Feb-1997,3.047
INSTRUMENT1,24-Feb-1997,3.039
INSTRUMENT1,25-Feb-1997,3.0365
INSTRUMENT1,26-Feb-1997,3.039
INSTRUMENT1,27-Feb-1997,3.0565
INSTRUMENT1,28-Feb-1997,3.058
INSTRUMENT1,03-Mar-1997,3.058
INSTRUMENT1,04-Mar-1997,3.058
INSTRUMENT1,05-Mar-1997,3.058
INSTRUMENT1,06-Mar-1997,3.088
INSTRUMENT1,07-Mar-1997,3.088
INSTRUMENT1,10-Mar-1997,3.088
INSTRUMENT1,11-Mar-1997,3.0835
INSTRUMENT1,12-Mar-1997,3.085
INSTRUMENT1,13-Mar-1997,3.076
INSTRUMENT1,14-Mar-1997,3.088
INSTRUMENT1,17-Mar-1997,3.074
INSTRUMENT1,18-Mar-1997,3.0745
INSTRUMENT1,19-Mar-1997,3.0715
INSTRUMENT1,20-Mar-1997,3.0714
INSTRUMENT1,21-Mar-1997,3.0848
INSTRUMENT1,24-Mar-1997,3.0829
INSTRUMENT1,25-Mar-1997,3.0785
INSTRUMENT1,26-Mar-1997,3.087
INSTRUMENT1,27-Mar-1997,3.087
INSTRUMENT1,28-Mar-1997,3.087
INSTRUMENT1,31-Mar-1997,3.074
INSTRUMENT1,01-Apr-1997,3.074
INSTRUMENT1,02-Apr-1997,3.066
INSTRUMENT1,03-Apr-1997,3.068
INSTRUMENT1,04-Apr-1997,3.068
INSTRUMENT1,07-Apr-1997,3.0736
INSTRUMENT1,08-Apr-1997,3.0736
INSTRUMENT1,09-Apr-1997,3.21
INSTRUMENT1,10-Apr-1997,3.21
INSTRUMENT1,11-Apr-1997,3.2207
INSTRUMENT1,14-Apr-1997,3.2203
